idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao,anos_experiencia
32,1991-06-06,Minas Gerais,6426.91,Ensino Médio,1,Solteiro,Tecnologia,7
21,2003-03-28,Distrito Federal,5166.81,Ensino Médio,1,Casado,Educação,0
23,2000-09-30,Tocantins,5062.65,Ensino Superior,4,Casado,Educação,1
48,1975-12-28,Bahia,5481.04,Ensino Médio,1,Casado,Tecnologia,29
27,1997-03-11,Amapá,4038.81,Ensino Superior,2,Casado,Indústria,4
29,1994-08-13,Rio Grande do Sul,3708.2,Ensino Superior,0,Solteiro,Comércio,1
46,1977-06-30,Mato Grosso,4033.87,Ensino Médio,2,Solteiro,Educação,17
22,2001-12-03,Rio de Janeiro,9714.63,Ensino Superior,0,Solteiro,Saúde,4
30,1994-01-02,Tocantins,11372.09,Ensino Superior,0,Casado,Tecnologia,7
33,1990-05-23,Amapá,8780.67,Ensino Superior,0,Casado,Tecnologia,4
46,1978-03-29,Alagoas,5847.15,Ensino Médio,2,Solteiro,Educação,22
89,1934-09-25,Pará,5232.17,Ensino Fundamental,2,Casado,Tecnologia,44
28,1995-08-27,Minas Gerais,10952.35,Ensino Superior,1,Casado,Saúde,3
33,1990-09-08,Alagoas,6143.95,Ensino Superior,0,Casado,Comércio,14
60,1963-06-20,Pernambuco,8474.21,Ensino Médio,1,Casado,Saúde,9
20,2004-03-17,Goiás,5594.2,Ensino Médio,0,Casado,Educação,0
19,2004-11-30,Mato Grosso do Sul,6180.14,Ensino Médio,0,Solteiro,Tecnologia,0
56,1968-01-20,Santa Catarina,11558.64,Ensino Médio,1,Casado,Tecnologia,34
62,1961-06-09,Amazonas,3307.4,Ensino Médio,0,Solteiro,Comércio,3
25,1999-04-04,Rio de Janeiro,4488.33,Ensino Médio,3,Casado,Tecnologia,2
20,2003-06-25,São Paulo,2874.47,Ensino Fundamental,0,Casado,Saúde,0
55,1969-01-27,Rio de Janeiro,9825.57,Ensino Médio,1,Casado,Saúde,33
61,1962-12-31,Acre,4130.81,Ensino Fundamental,1,Casado,Educação,5
41,1982-07-02,Santa Catarina,7906.9,Ensino Médio,1,Solteiro,Indústria,11
29,1994-08-06,Minas Gerais,5549.81,Ensino Médio,0,Solteiro,Educação,2
49,1974-09-05,Bahia,4406.25,Ensino Médio,1,Casado,Saúde,9
42,1981-06-13,São Paulo,4265.94,Ensino Fundamental,1,Casado,Saúde,20
26,1997-12-14,Pernambuco,8319.48,Ensino Superior,0,Casado,Saúde,1
28,1995-09-06,Espírito Santo,6582.51,Ensino Médio,0,Solteiro,Tecnologia,10
41,1982-06-21,Santa Catarina,9559.7,Ensino Superior,0,Divorciado,Comércio,18
24,2000-03-19,Alagoas,4441.9,Ensino Médio,1,Casado,Tecnologia,2
53,1971-02-18,Bahia,3017.16,Ensino Médio,2,Casado,Educação,6
26,1997-05-26,Rio Grande do Norte,10614.59,Ensino Superior,0,Casado,Saúde,0
53,1970-12-04,São Paulo,4815.03,Ensino Médio,3,Solteiro,Tecnologia,1
29,1994-07-09,Rio de Janeiro,4643.88,Ensino Médio,2,Casado,Indústria,8
38,1985-04-13,Sergipe,5697.07,Ensino Superior,1,Casado,Indústria,8
57,1966-11-17,Paraíba,9279.15,Ensino Médio,0,Casado,Indústria,24
56,1967-07-01,Tocantins,6003.46,Ensino Médio,3,Casado,Tecnologia,6
50,1973-11-01,Bahia,7096.37,Ensino Médio,0,Casado,Comércio,19
22,2001-11-30,Alagoas,3480.22,Ensino Fundamental,2,Divorciado,Comércio,1
29,1994-07-05,Espírito Santo,5247.98,Ensino Médio,1,Casado,Comércio,10
40,1983-07-10,Rio Grande do Sul,8487.07,Ensino Médio,1,Casado,Comércio,19
25,1999-02-15,Rio Grande do Norte,7962.43,Ensino Superior,1,Casado,Comércio,0
84,1939-04-24,Rio Grande do Norte,11638.34,Pós-graduação,1,Solteiro,Saúde,32
55,1969-01-09,Santa Catarina,9665.95,Ensino Médio,0,Divorciado,Indústria,23
51,1972-09-30,Alagoas,5118.68,Ensino Médio,2,Casado,Educação,2
60,1963-08-01,Espírito Santo,8439.38,Ensino Médio,1,Solteiro,Comércio,40
64,1960-02-15,Roraima,6693.22,Ensino Médio,0,Divorciado,Indústria,27
31,1992-10-02,Roraima,4166.06,Ensino Médio,2,Solteiro,Saúde,8
59,1964-10-27,Maranhão,10722.33,Ensino Médio,0,Solteiro,Saúde,31
55,1968-12-03,Piauí,4048.54,Ensino Médio,0,Casado,Indústria,19
88,1935-06-11,Piauí,6482.63,Ensino Fundamental,1,Casado,Saúde,64
18,2005-06-24,Paraíba,10109.32,Ensino Superior,1,Casado,Tecnologia,0
63,1960-06-30,Distrito Federal,5727.95,Ensino Médio,2,Casado,Comércio,4
67,1957-01-22,Paraná,19429.41,Ensino Superior,0,Casado,Tecnologia,25
65,1958-10-20,Amapá,12184.01,Ensino Médio,1,Viúvo,Tecnologia,19
58,1965-08-14,Mato Grosso do Sul,9613.46,Ensino Médio,1,Casado,Saúde,12
50,1973-04-23,Maranhão,9433.08,Ensino Médio,1,Solteiro,Saúde,21
48,1976-01-13,Goiás,6199.59,Ensino Médio,1,Casado,Comércio,18
22,2001-07-19,Sergipe,3416.42,Ensino Médio,0,Casado,Comércio,1
41,1982-06-17,Bahia,7263.18,Ensino Médio,0,Casado,Educação,10
19,2004-09-22,Ceará,5169.48,Ensino Médio,2,Solteiro,Tecnologia,0
27,1997-02-22,Ceará,8454.23,Ensino Superior,0,Casado,Comércio,8
40,1983-08-01,Pará,2819.79,Ensino Médio,2,Casado,Indústria,0
26,1998-03-12,Paraíba,11215.18,Ensino Superior,0,Viúvo,Indústria,7
52,1971-05-03,Rio de Janeiro,8379.71,Ensino Médio,1,Casado,Educação,14
51,1972-11-11,Rio Grande do Norte,4219.75,Ensino Médio,1,Solteiro,Educação,29
22,2001-06-03,Espírito Santo,4023.96,Ensino Médio,0,Casado,Tecnologia,4
40,1983-12-17,Mato Grosso do Sul,2952.51,Ensino Fundamental,0,Casado,Saúde,12
25,1998-09-04,Rondônia,3471.86,Ensino Fundamental,0,Casado,Saúde,3
22,2002-02-22,Rio Grande do Sul,2638.04,Ensino Fundamental,0,Casado,Tecnologia,0
30,1993-06-08,Alagoas,10438.52,Ensino Superior,1,Solteiro,Comércio,6
26,1997-06-10,Maranhão,5166.84,Ensino Médio,0,Casado,Comércio,0
44,1979-05-21,São Paulo,10656.51,Ensino Superior,1,Solteiro,Educação,18
35,1988-06-25,Mato Grosso do Sul,3589.71,Ensino Médio,2,Casado,Saúde,13
57,1966-12-30,Paraíba,3301.1,Ensino Médio,0,Casado,Comércio,10
48,1975-09-25,Ceará,4123.03,Ensino Médio,1,Casado,Tecnologia,11
30,1994-02-19,Espírito Santo,6679.73,Ensino Médio,0,Solteiro,Tecnologia,7
34,1990-03-08,Maranhão,5484.9,Ensino Médio,1,Solteiro,Indústria,5
56,1968-01-08,São Paulo,14100.91,Ensino Superior,0,Solteiro,Educação,27
23,2001-04-03,Paraíba,8201.01,Ensino Médio,1,Casado,Tecnologia,0
43,1980-05-04,Espírito Santo,7790.42,Ensino Médio,1,Casado,Saúde,14
19,2004-11-22,Maranhão,3109.61,Ensino Médio,0,Casado,Educação,0
23,2000-11-13,Acre,9346.39,Ensino Superior,0,Solteiro,Indústria,1
45,1978-04-17,Rio de Janeiro,7574.95,Ensino Médio,0,Casado,Educação,21
66,1958-02-08,São Paulo,1185.66,Ensino Fundamental,3,Solteiro,Saúde,1
44,1979-10-03,Pernambuco,7081.23,Ensino Médio,0,Casado,Comércio,1
18,2005-04-20,Amazonas,3475.98,Ensino Fundamental,1,Casado,Educação,0
34,1989-12-12,Piauí,15447.77,Pós-graduação,0,Casado,Tecnologia,11
29,1994-10-25,Mato Grosso,4747.8,Ensino Médio,1,Casado,Tecnologia,7
20,2003-09-27,Maranhão,3270.75,Ensino Médio,1,Casado,Saúde,1
65,1958-10-06,Roraima,10126.99,Pós-graduação,0,Casado,Tecnologia,10
43,1981-02-02,Rondônia,7991.01,Ensino Médio,0,Solteiro,Saúde,6
63,1960-05-18,Distrito Federal,12971.75,Ensino Médio,1,Casado,Educação,41
53,1970-07-18,Goiás,3921.11,Ensino Fundamental,1,Casado,Educação,24
43,1980-06-26,Rondônia,5567.04,Ensino Médio,1,Casado,Comércio,3
57,1966-12-29,Rondônia,8858.8,Ensino Médio,2,Casado,Indústria,6
19,2004-08-21,Santa Catarina,6786.94,Ensino Médio,3,Solteiro,Tecnologia,1
44,1979-10-15,Piauí,9719.72,Ensino Superior,0,Casado,Indústria,10
30,1993-10-05,Amazonas,2570.03,Ensino Médio,0,Casado,Educação,5
36,1988-01-02,Rondônia,7609.55,Pós-graduação,0,Casado,Comércio,15
32,1991-10-07,São Paulo,3763.2,Ensino Fundamental,0,Casado,Saúde,12
21,2002-08-05,São Paulo,5688.04,Ensino Médio,0,Casado,Saúde,0
30,1993-08-20,Espírito Santo,3350.57,Ensino Médio,0,Casado,Saúde,9
25,1998-08-21,Rio de Janeiro,10346.15,Ensino Superior,3,Casado,Comércio,7
42,1981-10-24,Sergipe,4012.34,Ensino Fundamental,0,Solteiro,Educação,11
34,1990-01-30,Roraima,4270.2,Ensino Médio,0,Casado,Comércio,9
35,1989-01-14,Paraná,5011.21,Ensino Fundamental,1,Solteiro,Saúde,5
25,1998-08-08,Paraná,6400.07,Ensino Médio,3,Casado,Saúde,0
38,1986-02-04,Rio Grande do Sul,4292.48,Ensino Médio,2,Casado,Tecnologia,3
24,2000-03-19,Roraima,1763.12,Ensino Fundamental,2,Casado,Educação,3
46,1978-02-21,Espírito Santo,5725.85,Ensino Superior,0,Casado,Tecnologia,1
43,1980-05-21,Piauí,3614.34,Ensino Fundamental,0,Casado,Tecnologia,7
51,1972-11-05,Paraná,8963.29,Ensino Médio,4,Casado,Comércio,17
36,1988-04-02,Rio de Janeiro,8895.64,Ensino Superior,1,Casado,Saúde,1
27,1996-04-28,São Paulo,4474.64,Ensino Médio,1,Solteiro,Educação,4
47,1976-11-19,Piauí,5996.39,Ensino Médio,0,Casado,Tecnologia,18
18,2005-04-20,São Paulo,4642.56,Ensino Médio,0,Casado,Tecnologia,0
22,2001-10-29,Maranhão,7802.0,Ensino Superior,0,Casado,Comércio,0
51,1973-01-24,Piauí,8878.02,Ensino Superior,0,Casado,Indústria,7
30,1994-01-19,Roraima,4783.38,Ensino Médio,1,Solteiro,Saúde,12
90,1933-12-08,Amazonas,5600.38,Ensino Fundamental,1,Casado,Tecnologia,39
44,1979-05-30,Minas Gerais,8854.71,Ensino Superior,1,Solteiro,Saúde,11
49,1975-04-08,Distrito Federal,12572.66,Ensino Médio,0,Solteiro,Tecnologia,28
24,1999-04-20,Mato Grosso,5083.77,Ensino Médio,0,Casado,Indústria,2
43,1981-02-05,Goiás,5563.68,Ensino Médio,1,Casado,Comércio,5
46,1977-10-01,Roraima,14893.47,Ensino Superior,3,Casado,Indústria,16
40,1983-10-30,Pernambuco,7605.31,Ensino Médio,2,Casado,Indústria,13
21,2002-07-03,Mato Grosso,6679.92,Ensino Médio,0,Casado,Tecnologia,0
35,1988-05-20,Alagoas,7118.23,Ensino Superior,1,Casado,Comércio,0
52,1972-02-26,Bahia,8492.05,Ensino Superior,0,Casado,Indústria,26
62,1961-04-22,Espírito Santo,11221.26,Ensino Médio,1,Solteiro,Saúde,30
21,2003-04-09,São Paulo,1900.85,Ensino Fundamental,0,Casado,Educação,1
25,1998-06-15,Espírito Santo,3915.2,Ensino Médio,1,Solteiro,Comércio,3
65,1958-05-12,Rio Grande do Sul,6513.13,Ensino Superior,1,Solteiro,Comércio,14
55,1968-07-13,Rio de Janeiro,4485.35,Ensino Médio,0,Solteiro,Comércio,3
73,1950-10-02,Santa Catarina,1802.77,Ensino Fundamental,0,Casado,Educação,9
21,2002-12-05,Roraima,4098.95,Ensino Superior,3,Casado,Indústria,0
53,1970-12-21,Espírito Santo,14042.68,Ensino Médio,0,Casado,Saúde,34
59,1965-03-02,Amazonas,6431.21,Ensino Médio,0,Solteiro,Educação,17
26,1997-12-20,Amapá,3838.75,Ensino Médio,0,Casado,Indústria,4
31,1992-07-05,Distrito Federal,2150.17,Ensino Fundamental,1,Solteiro,Saúde,1
35,1989-03-10,Maranhão,10465.06,Ensino Superior,0,Casado,Tecnologia,4
21,2003-04-03,Goiás,7909.32,Ensino Médio,1,Casado,Tecnologia,0
55,1968-05-27,Tocantins,4507.91,Ensino Fundamental,1,Casado,Saúde,8
40,1983-06-15,Mato Grosso,7476.62,Ensino Médio,0,Casado,Comércio,20
39,1984-06-14,Pernambuco,4027.56,Ensino Superior,1,Casado,Comércio,7
61,1962-10-06,Tocantins,4916.38,Ensino Médio,0,Solteiro,Comércio,18
63,1960-05-23,Espírito Santo,9079.9,Ensino Médio,1,Casado,Tecnologia,7
49,1975-01-12,Goiás,6476.16,Ensino Médio,0,Casado,Educação,10
50,1973-09-03,Paraíba,10374.76,Ensino Superior,1,Viúvo,Indústria,3
39,1985-01-19,Amapá,7821.19,Ensino Superior,0,Solteiro,Tecnologia,10
24,2000-03-08,Santa Catarina,1740.88,Ensino Fundamental,1,Casado,Educação,1
28,1996-01-11,Mato Grosso,7732.5,Ensino Médio,2,Solteiro,Tecnologia,4
21,2002-09-27,Pará,4843.41,Ensino Médio,0,Casado,Saúde,0
26,1998-03-03,Espírito Santo,8764.67,Pós-graduação,1,Casado,Indústria,1
58,1965-09-15,Amapá,13022.77,Ensino Superior,2,Casado,Saúde,27
20,2004-03-31,Espírito Santo,5664.62,Ensino Médio,1,Casado,Educação,2
24,2000-03-12,Paraná,10832.31,Ensino Superior,3,Casado,Saúde,6
57,1966-12-16,Pernambuco,11118.35,Ensino Médio,2,Divorciado,Saúde,17
64,1959-09-07,Amazonas,11390.21,Ensino Médio,0,Casado,Tecnologia,42
63,1960-05-26,Amazonas,7570.29,Ensino Médio,1,Casado,Comércio,20
53,1970-04-29,Espírito Santo,3212.3,Ensino Fundamental,2,Solteiro,Comércio,14
25,1998-12-28,São Paulo,7887.77,Pós-graduação,0,Solteiro,Tecnologia,0
45,1978-09-21,Goiás,5550.6,Ensino Fundamental,3,Casado,Saúde,9
24,1999-04-19,Mato Grosso,2402.15,Ensino Médio,0,Solteiro,Educação,5
44,1980-04-01,Paraná,8146.61,Ensino Fundamental,0,Casado,Tecnologia,25
19,2004-08-10,São Paulo,2775.04,Ensino Médio,0,Divorciado,Comércio,1
22,2001-09-19,Santa Catarina,4544.33,Ensino Médio,0,Solteiro,Saúde,3
45,1978-12-06,Alagoas,13245.47,Ensino Superior,2,Casado,Tecnologia,10
19,2004-05-20,Amazonas,6963.5,Ensino Médio,0,Solteiro,Tecnologia,0
35,1988-07-25,Alagoas,5904.82,Ensino Médio,2,Casado,Comércio,9
20,2003-05-05,Espírito Santo,3002.65,Ensino Fundamental,4,Casado,Saúde,0
57,1966-12-02,Mato Grosso,8103.96,Ensino Médio,3,Casado,Educação,27
50,1973-10-18,Rio de Janeiro,3258.28,Ensino Médio,1,Casado,Comércio,7
22,2001-06-29,Maranhão,3305.96,Ensino Fundamental,0,Solteiro,Comércio,1
34,1990-01-27,Paraná,5292.6,Ensino Superior,3,Casado,Educação,1
33,1990-08-09,Alagoas,8256.58,Ensino Médio,0,Solteiro,Tecnologia,11
46,1977-10-18,Bahia,8072.01,Ensino Médio,0,Casado,Tecnologia,1
18,2006-01-16,Rio Grande do Norte,7062.76,Ensino Médio,1,Casado,Saúde,0
65,1958-10-10,Paraíba,10298.0,Ensino Médio,3,Casado,Tecnologia,11
24,1999-07-13,Rio de Janeiro,5457.75,Ensino Fundamental,0,Casado,Tecnologia,6
35,1988-06-26,Pará,4511.46,Ensino Médio,1,Solteiro,Educação,1
62,1961-09-01,Espírito Santo,14355.3,Pós-graduação,2,Casado,Tecnologia,2
54,1969-05-22,Amazonas,11201.29,Ensino Médio,0,Casado,Saúde,32
29,1994-08-04,Espírito Santo,14928.0,Pós-graduação,1,Casado,Tecnologia,2
23,2001-03-11,Rio Grande do Sul,3134.71,Ensino Médio,0,Casado,Tecnologia,4
35,1988-06-23,Maranhão,3075.0,Ensino Médio,1,Solteiro,Indústria,5
39,1984-04-23,Amapá,9503.51,Ensino Médio,3,Casado,Saúde,19
42,1982-03-08,Distrito Federal,9523.49,Ensino Superior,1,Solteiro,Tecnologia,13
44,1979-12-19,Sergipe,8603.98,Ensino Médio,1,Solteiro,Indústria,9
55,1969-03-07,Rio Grande do Norte,2090.85,Ensino Fundamental,3,Solteiro,Comércio,2
27,1996-07-15,Mato Grosso,2903.79,Ensino Fundamental,0,Casado,Comércio,1
26,1997-12-21,Espírito Santo,5120.43,Ensino Médio,3,Solteiro,Saúde,6
49,1974-06-12,Paraíba,8838.43,Ensino Médio,3,Casado,Tecnologia,15
52,1971-12-24,Pernambuco,5585.34,Ensino Médio,1,Casado,Indústria,24
29,1995-04-10,Bahia,1977.56,Ensino Fundamental,0,Casado,Comércio,9
83,1940-12-19,Paraná,9386.86,Ensino Superior,0,Solteiro,Comércio,25
26,1997-10-02,Amapá,7190.97,Ensino Médio,2,Casado,Comércio,7
39,1984-11-01,Goiás,6203.3,Ensino Médio,0,Casado,Indústria,10
21,2002-08-25,Minas Gerais,3256.23,Ensino Médio,1,Solteiro,Indústria,1
29,1995-02-01,Rio de Janeiro,3215.85,Ensino Fundamental,2,Casado,Tecnologia,10
71,1953-01-05,Minas Gerais,17351.6,Ensino Superior,0,Casado,Comércio,49
19,2005-03-06,Rio Grande do Sul,6549.52,Ensino Médio,0,Casado,Indústria,1
49,1974-10-23,Alagoas,6007.31,Ensino Médio,1,Casado,Educação,0
19,2004-06-29,Sergipe,9206.98,Ensino Superior,4,Solteiro,Indústria,0
42,1982-03-01,Mato Grosso do Sul,5500.21,Ensino Médio,1,Viúvo,Educação,1
51,1972-07-10,Goiás,8369.49,Ensino Médio,0,Solteiro,Indústria,17
68,1955-04-29,Acre,11518.45,Ensino Superior,1,Solteiro,Indústria,15
22,2001-08-25,Rio Grande do Norte,4626.82,Ensino Fundamental,3,Casado,Tecnologia,0
31,1992-12-04,Sergipe,11348.42,Ensino Superior,0,Casado,Tecnologia,11
50,1974-03-15,Bahia,16580.68,Ensino Superior,0,Casado,Saúde,26
18,2005-05-12,Ceará,5819.81,Ensino Médio,1,Casado,Saúde,0
37,1986-07-01,Amazonas,3340.22,Ensino Médio,0,Casado,Comércio,10
41,1983-01-20,Goiás,9944.11,Ensino Médio,1,Casado,Indústria,15
21,2002-08-18,Minas Gerais,6494.28,Ensino Superior,0,Casado,Educação,0
25,1998-05-29,Maranhão,6552.1,Pós-graduação,0,Solteiro,Educação,3
19,2004-05-21,Acre,4135.43,Ensino Superior,2,Casado,Indústria,1
44,1979-06-12,Distrito Federal,2695.08,Ensino Fundamental,1,Casado,Indústria,0
46,1977-07-12,Acre,8648.68,Ensino Superior,0,Casado,Saúde,19
63,1961-01-10,São Paulo,8729.4,Ensino Médio,5,Casado,Tecnologia,39
37,1986-06-26,Rio Grande do Sul,15248.01,Ensino Superior,1,Casado,Saúde,17
22,2001-12-23,Sergipe,2977.68,Ensino Médio,4,Casado,Indústria,3
52,1971-07-25,São Paulo,10430.23,Ensino Médio,1,Casado,Saúde,23
35,1988-05-07,Ceará,4091.02,Ensino Fundamental,3,Casado,Saúde,16
60,1963-09-28,Amapá,11702.06,Ensino Superior,0,Solteiro,Tecnologia,39
41,1983-01-25,Sergipe,4517.29,Ensino Superior,0,Casado,Saúde,4
56,1967-09-29,Rio de Janeiro,12488.82,Ensino Superior,1,Casado,Saúde,15
18,2005-10-02,Santa Catarina,10801.83,Pós-graduação,0,Casado,Saúde,0
18,2005-08-18,Distrito Federal,4825.79,Ensino Médio,0,Solteiro,Educação,0
46,1977-05-19,Maranhão,7005.86,Ensino Médio,0,Casado,Saúde,19
34,1989-12-20,São Paulo,3252.47,Ensino Médio,1,Casado,Educação,6
39,1984-05-15,Mato Grosso,7176.93,Ensino Médio,1,Divorciado,Indústria,5
28,1996-02-06,Bahia,2811.07,Ensino Fundamental,2,Casado,Comércio,2
26,1997-09-19,Bahia,5056.39,Ensino Fundamental,1,Solteiro,Saúde,6
39,1984-07-06,Mato Grosso,6217.73,Ensino Superior,4,Solteiro,Educação,8
75,1948-05-10,Minas Gerais,10717.21,Ensino Médio,0,Casado,Saúde,11
47,1976-05-14,Maranhão,4505.47,Ensino Médio,0,Casado,Saúde,12
58,1965-06-12,Paraíba,9017.56,Ensino Médio,0,Casado,Comércio,38
32,1991-12-29,Paraíba,4921.64,Ensino Médio,0,Casado,Indústria,0
27,1996-09-28,Ceará,7466.25,Ensino Médio,2,Casado,Saúde,6
90,1934-01-22,Amapá,6389.98,Ensino Médio,3,Casado,Saúde,58
43,1981-02-08,Tocantins,6469.67,Ensino Médio,0,Casado,Tecnologia,8
48,1976-04-09,Pernambuco,4444.05,Ensino Fundamental,1,Casado,Indústria,2
67,1956-07-19,Minas Gerais,2406.39,Ensino Fundamental,0,Solteiro,Educação,5
35,1988-10-21,Minas Gerais,7809.35,Ensino Médio,0,Solteiro,Saúde,4
42,1981-06-16,Roraima,4203.63,Ensino Médio,1,Casado,Comércio,4
21,2002-11-30,Paraná,2497.47,Ensino Médio,3,Casado,Comércio,0
22,2001-08-07,Maranhão,3913.53,Ensino Médio,2,Casado,Educação,3
63,1960-10-22,Alagoas,20357.68,Ensino Superior,2,Solteiro,Tecnologia,30
18,2005-05-21,Rio Grande do Norte,4397.62,Ensino Médio,1,Solteiro,Educação,0
37,1986-07-30,Minas Gerais,5978.38,Ensino Médio,1,Solteiro,Indústria,9
23,2001-03-24,Paraíba,9592.2,Ensino Superior,0,Casado,Tecnologia,2
26,1997-06-07,Bahia,2955.4,Ensino Fundamental,1,Solteiro,Tecnologia,3
30,1993-10-04,Pernambuco,18167.46,Pós-graduação,2,Divorciado,Tecnologia,5
65,1958-07-15,Mato Grosso do Sul,6335.38,Ensino Médio,1,Solteiro,Tecnologia,16
56,1968-04-07,Goiás,3653.24,Ensino Fundamental,1,Casado,Tecnologia,24
18,2005-07-03,Amapá,4398.73,Ensino Médio,2,Casado,Educação,0
52,1971-10-04,Paraíba,11325.85,Ensino Médio,0,Casado,Tecnologia,30
40,1983-12-05,Paraíba,4081.33,Ensino Médio,2,Casado,Educação,12
50,1973-05-08,Pernambuco,10563.94,Ensino Médio,0,Casado,Tecnologia,27
65,1958-11-29,Distrito Federal,13402.15,Ensino Superior,0,Casado,Saúde,3
54,1969-12-07,Goiás,4726.64,Ensino Fundamental,1,Solteiro,Comércio,13
24,1999-08-03,Amapá,8225.15,Pós-graduação,1,Solteiro,Saúde,5
41,1983-03-17,São Paulo,4704.19,Ensino Médio,0,Casado,Comércio,16
65,1958-06-25,Rio Grande do Sul,9448.52,Ensino Médio,1,Casado,Saúde,20
25,1998-12-03,Ceará,2339.55,Ensino Fundamental,1,Casado,Tecnologia,7
35,1988-11-20,Acre,6996.89,Pós-graduação,1,Viúvo,Educação,0
21,2002-07-19,Bahia,7682.62,Pós-graduação,0,Casado,Indústria,0
46,1977-10-11,Rio de Janeiro,8296.65,Ensino Médio,0,Casado,Comércio,21
27,1996-08-02,Pará,3044.07,Ensino Médio,0,Casado,Comércio,0
35,1988-12-12,Mato Grosso do Sul,7146.04,Ensino Médio,3,Casado,Indústria,0
23,2000-04-13,Pernambuco,2164.78,Ensino Fundamental,0,Casado,Indústria,1
37,1987-04-08,Mato Grosso,4448.22,Ensino Médio,0,Casado,Educação,6
25,1998-08-08,Amazonas,5990.49,Ensino Médio,1,Casado,Indústria,3
23,2000-07-19,Minas Gerais,3046.1,Ensino Fundamental,2,Casado,Saúde,1
46,1977-12-17,Distrito Federal,19245.73,Ensino Superior,0,Casado,Tecnologia,27
53,1970-11-01,Rondônia,11505.25,Ensino Superior,0,Casado,Saúde,11
25,1999-03-20,Mato Grosso do Sul,7335.49,Ensino Médio,0,Casado,Saúde,0
18,2006-01-13,Amazonas,4439.59,Ensino Médio,0,Solteiro,Educação,0
46,1977-06-20,Mato Grosso,6552.23,Ensino Médio,0,Casado,Comércio,27
55,1968-05-12,São Paulo,5678.46,Ensino Fundamental,0,Casado,Educação,20
50,1973-06-08,Amapá,7345.82,Ensino Médio,1,Casado,Indústria,6
53,1970-11-27,Rio Grande do Norte,4415.39,Ensino Fundamental,1,Casado,Tecnologia,19
28,1995-05-02,Minas Gerais,4352.56,Ensino Fundamental,1,Solteiro,Indústria,2
30,1993-06-28,Espírito Santo,3031.72,Ensino Fundamental,2,Divorciado,Comércio,9
18,2005-04-27,Ceará,2101.96,Ensino Fundamental,0,Solteiro,Indústria,0
37,1986-11-01,Amazonas,4847.01,Ensino Médio,0,Casado,Saúde,5
52,1971-12-06,Mato Grosso,8562.58,Ensino Médio,1,Casado,Comércio,19
62,1962-02-01,Alagoas,9199.41,Ensino Superior,1,Casado,Indústria,22
50,1974-01-16,Paraná,4690.37,Ensino Médio,3,Casado,Comércio,25
53,1970-11-04,Sergipe,8722.56,Ensino Médio,1,Solteiro,Educação,21
30,1993-04-28,Roraima,3577.69,Ensino Fundamental,1,Casado,Saúde,4
27,1997-01-07,Ceará,5938.2,Ensino Médio,1,Casado,Comércio,1
18,2005-12-26,Tocantins,3373.69,Ensino Fundamental,1,Casado,Comércio,0
18,2006-03-15,Rio Grande do Norte,2093.92,Ensino Fundamental,1,Solteiro,Saúde,0
55,1969-03-20,Amazonas,17669.74,Pós-graduação,1,Casado,Educação,36
38,1985-12-19,Acre,5508.79,Pós-graduação,0,Solteiro,Educação,0
62,1961-10-16,Rondônia,12686.45,Ensino Médio,2,Solteiro,Tecnologia,15
57,1966-07-24,Goiás,14916.48,Pós-graduação,3,Casado,Educação,14
21,2002-05-19,Mato Grosso,6336.9,Ensino Médio,1,Casado,Saúde,2
47,1976-11-10,Pará,10741.12,Ensino Médio,2,Solteiro,Tecnologia,9
37,1986-12-26,Piauí,10606.52,Ensino Superior,2,Viúvo,Tecnologia,3
47,1976-06-28,Maranhão,4413.68,Ensino Fundamental,3,Casado,Indústria,9
38,1985-10-14,Rio Grande do Sul,13121.81,Pós-graduação,2,Solteiro,Comércio,18
48,1975-11-06,Rondônia,10776.37,Ensino Superior,0,Solteiro,Indústria,2
59,1964-06-15,Amazonas,5215.11,Ensino Médio,0,Casado,Educação,32
25,1998-09-15,Paraná,3304.53,Ensino Fundamental,1,Casado,Indústria,5
61,1962-08-09,Mato Grosso do Sul,17474.13,Pós-graduação,1,Solteiro,Comércio,13
28,1995-04-18,Rio Grande do Sul,6081.64,Ensino Superior,1,Divorciado,Saúde,5
54,1970-02-04,Pernambuco,7588.3,Ensino Médio,1,Casado,Comércio,2
50,1973-07-31,Rio Grande do Sul,6113.34,Ensino Médio,0,Casado,Educação,15
42,1981-08-17,Rio de Janeiro,3267.34,Ensino Fundamental,1,Casado,Comércio,16
24,2000-02-17,Santa Catarina,2916.07,Ensino Fundamental,0,Casado,Saúde,0
20,2003-08-09,Paraíba,7177.48,Ensino Médio,2,Casado,Tecnologia,2
43,1980-08-12,Minas Gerais,3216.85,Ensino Fundamental,3,Solteiro,Comércio,17
40,1984-01-06,Espírito Santo,7808.13,Ensino Médio,3,Divorciado,Educação,20
37,1987-01-26,Roraima,8411.26,Ensino Médio,0,Solteiro,Comércio,14
37,1987-03-17,Rondônia,5967.13,Ensino Médio,3,Solteiro,Saúde,3
46,1978-01-19,Roraima,11260.25,Ensino Superior,4,Casado,Tecnologia,13
18,2006-03-17,Pará,3501.43,Ensino Fundamental,0,Casado,Comércio,0
56,1967-10-25,Minas Gerais,6288.06,Ensino Fundamental,3,Divorciado,Saúde,9
35,1988-05-06,Pará,16940.27,Pós-graduação,2,Casado,Comércio,15
